Resor bokade av LTN´s kundservice till/från/inom Jokkmokk år 2019,,,,,,,,,,,
,,,,,,,,,,,
Förklaring,,,,,,,,,,,
"Plats: B=Bud, E=Ensamåkare, F=Framsäte, f= Fällt Framsäte, H=Hela baksätet, L=Liggande, 2=Max 2 pass i baksätet ",,,,,,,,,,,
"Biltyp: AN=Personbil, S1=Multi/Specialfordon",,,,,,,,,,,
,,,,,,,,,,,
Resdag,Avresetid,Biltyp,Plats,Antal pass,Från gata,Från ort,Från Kommun,Till gata,Till ort ,Till kommun,Linjenr
11/1/2019,08:01,AN,,0,FRAMKÖRNING,,,MURJEKSV,VUOLLERIM,JO,0
11/1/2019,08:03,AN,,1,MURJEKSV,VUOLLERIM,JO,HP BILISTEN,VUOLLERIM,JO,0
11/1/2019,10:00,S1,,2,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/1/2019,11:00,AN,L,1,HC JOKKMOKK,JOKKMOKK,JO,HANTVERKARG,JOKKMOKK,JO,0
11/1/2019,11:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,ÅSGATAN,JOKKMOKK,JO,0
11/1/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/1/2019,12:04,AN,,1,RINGV,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/1/2019,12:45,AN,L,2,HC JOKKMOKK,JOKKMOKK,JO,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,0
11/1/2019,12:50,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,PORSI,PORSI,JO,0
11/1/2019,13:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
11/1/2019,14:55,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/1/2019,15:12,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,RINGV,VUOLLERIM,JO,0
11/1/2019,15:15,AN,L,1,HC JOKKMOKK,JOKKMOKK,JO,ULLENIUSG,JOKKMOKK,JO,0
11/1/2019,16:10,AN,,1,HP BILISTEN,VUOLLERIM,JO,MURJEKSV,VUOLLERIM,JO,0
11/1/2019,19:50,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
11/2/2019,17:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,VAJMAT,VAJMAT,JO,0
11/3/2019,10:30,AN,,1,KAITUMGÅRDEN AKKATSGÅRD,JOKKMOKK,JO,KYRKAN NYA,JOKKMOKK,JO,0
11/3/2019,12:15,AN,,1,KYRKAN NYA,JOKKMOKK,JO,KAITUMGÅRDEN AKKATSGÅRD,JOKKMOKK,JO,0
11/3/2019,13:30,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,KONSUM,JOKKMOKK,JO,0
11/3/2019,14:00,AN,F,1,KONSUM,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
11/4/2019,00:15,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,VAIKIJAURV,JOKKMOKK,JO,0
11/4/2019,05:34,AN,,1,ULLENIUSG,JOKKMOKK,JO,BSTN JOKKMOKK,JOKKMOKK,JO,0
11/4/2019,06:16,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/4/2019,08:00,AN,,1,RANDIJAURV,RANDIJAUR,JO,DAGCENTER,JOKKMOKK,JO,0
11/4/2019,09:10,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/4/2019,09:38,AN,,1,KYRKV,VUOLLERIM,JO,SJUKHUSET,SUNDERBYN,LU,0
11/4/2019,09:46,AN,,2,VINTERV,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/4/2019,10:42,S1,,2,V STRAND,V STRAND,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/4/2019,11:14,AN,,1,TALVATISG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/4/2019,11:53,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,0
11/4/2019,12:00,AN,,1,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,FLYGSTRÅKET,PORJUS,JO,0
11/4/2019,12:00,AN,,1,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,VADARG,JOKKMOKK,JO,0
11/4/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/4/2019,12:02,AN,,2,WOLFSG,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/4/2019,13:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
11/4/2019,13:30,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,VINTERV,PORJUS,JO,0
11/4/2019,13:33,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/4/2019,14:30,AN,F,1,HC JOKKMOKK,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
11/4/2019,15:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,KYRKV,VUOLLERIM,JO,0
11/4/2019,15:05,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,TALVATISG,JOKKMOKK,JO,0
11/4/2019,15:30,AN,,1,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,MATTISUDDEN,MATTISUDDEN,JO,0
11/4/2019,16:55,AN,,1,BSTN JOKKMOKK,JOKKMOKK,JO,ULLENIUSG,JOKKMOKK,JO,0
11/4/2019,19:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
11/5/2019,09:14,AN,,2,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/5/2019,09:34,AN,,2,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/5/2019,10:30,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,KONSUM,JOKKMOKK,JO,0
11/5/2019,10:46,AN,,1,DOMÄNV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/5/2019,10:47,AN,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,0
11/5/2019,11:00,AN,F,1,KONSUM,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
11/5/2019,11:15,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,HC JOKKMOKK,JOKKMOKK,JO,0
11/5/2019,11:58,S1,,2,KAITUMGÅRDEN AKKATSGÅRD,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/5/2019,13:18,S1,,2,ROSENGÅRDEN ÖVREPLAN,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/5/2019,13:36,S1,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,KAITUMGÅRDEN AKKATSGÅRD,JOKKMOKK,JO,0
11/5/2019,14:30,S1,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,ROSENGÅRDEN ÖVREPLAN,JOKKMOKK,JO,0
11/5/2019,15:10,AN,,1,DAGCENTER,JOKKMOKK,JO,SKOGSGLÄNTAN,JOKKMOKK,JO,0
11/5/2019,17:00,S1,,1,SJUKHUSET,GÄLLIVARE,GÄ,TÅRRAJAUR,TÅRRAJAUR,JO,0
11/6/2019,05:30,AN,,1,RINGV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/6/2019,08:30,AN,,1,SKOGSGLÄNTAN,JOKKMOKK,JO,DAGCENTER,JOKKMOKK,JO,0
11/6/2019,08:45,AN,,1,LÄRARSTIGEN,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/6/2019,10:33,AN,,1,TJÅMOTIS,TJÅMOTIS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/6/2019,11:53,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/6/2019,11:55,AN,,0,FRAMKÖRNING,,,ÄLVV,VUOLLERIM,JO,0
11/6/2019,11:57,AN,,2,ÄLVV,VUOLLERIM,JO,JVSTN MURJEK,MURJEK,JO,0
11/6/2019,12:13,AN,,1,STENTORPSG,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/6/2019,12:31,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/6/2019,12:35,AN,,1,SKABRAMG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/6/2019,13:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,LÄRARSTIGEN,VUOLLERIM,JO,0
11/6/2019,13:08,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,SPF FJÄLLVINDEN,JOKKMOKK,JO,0
11/6/2019,13:30,AN,L,2,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/6/2019,13:36,AN,,1,KITTELUDDEN,KITTELUDDEN,JO,ICA RAIDEN,JOKKMOKK,JO,0
11/6/2019,14:09,AN,,1,TV FTV JOKKMOKK,JOKKMOKK,JO,STENTORPSG,JOKKMOKK,JO,0
11/6/2019,15:00,AN,,1,ICA RAIDEN,JOKKMOKK,JO,KITTELUDDEN,KITTELUDDEN,JO,0
11/6/2019,15:15,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,TJÅMOTIS,TJÅMOTIS,JO,0
11/6/2019,15:15,AN,,1,SPF FJÄLLVINDEN,JOKKMOKK,JO,MATTISUDDEN,MATTISUDDEN,JO,0
11/6/2019,17:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,HC JOKKMOKK,JOKKMOKK,JO,0
11/6/2019,17:00,S1,,2,SJUKHUSET,GÄLLIVARE,GÄ,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,0
11/6/2019,17:00,S1,,1,SJUKHUSET,GÄLLIVARE,GÄ,VAIKIJAURV,JOKKMOKK,JO,0
11/6/2019,18:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
11/7/2019,05:30,AN,,2,PORJUSV,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/7/2019,06:24,AN,,1,PORJUSV,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
11/7/2019,08:26,S1,,2,RÖDINGSTIGEN,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/7/2019,09:50,AN,,2,FLYGSTRÅKET,PORJUS,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/7/2019,10:24,AN,,1,AKKATSG,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
11/7/2019,10:48,AN,,1,PORSI,PORSI,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/7/2019,10:49,AN,,2,KAITUMGÅRDEN AKKATSGÅRD,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/7/2019,11:00,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,PORJUSV,JOKKMOKK,JO,0
11/7/2019,11:00,S1,,1,SJUKHUSET,GÄLLIVARE,GÄ,V STRAND,V STRAND,JO,0
11/7/2019,11:19,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/7/2019,11:28,AN,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,FLYGSTRÅKET,PORJUS,JO,0
11/7/2019,12:04,AN,,1,ÄLVV,VUOLLERIM,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/7/2019,12:43,AN,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,KAITUMGÅRDEN AKKATSGÅRD,JOKKMOKK,JO,0
11/7/2019,13:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,0
11/7/2019,13:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,PORJUSV,JOKKMOKK,JO,0
11/7/2019,13:05,AN,,1,FÖRENINGSG,JOKKMOKK,JO,ICA RAIDEN,JOKKMOKK,JO,0
11/7/2019,13:45,AN,,1,ICA RAIDEN,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
11/7/2019,13:58,AN,,1,TV FTV JOKKMOKK,JOKKMOKK,JO,ÄLVV,VUOLLERIM,JO,0
11/7/2019,14:45,S1,,4,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,KONSUM,VUOLLERIM,JO,0
11/7/2019,15:02,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,MATTISUDDEN,MATTISUDDEN,JO,0
11/7/2019,15:02,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,PORSI,PORSI,JO,0
11/7/2019,15:05,S1,,4,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,KONSUM,VUOLLERIM,JO,0
11/7/2019,16:00,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,KONSUM,JOKKMOKK,JO,0
11/7/2019,16:30,AN,F,1,KONSUM,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
11/7/2019,17:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,HC JOKKMOKK,JOKKMOKK,JO,0
11/7/2019,17:30,S1,,4,KONSUM,VUOLLERIM,JO,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,0
11/7/2019,17:48,AN,,0,FRAMKÖRNING,,,JVSTN MURJEK,MURJEK,JO,0
11/7/2019,17:48,S1,,4,KONSUM,VUOLLERIM,JO,BJÄRKAGÅRDEN GAMLA,VUOLLERIM,JO,0
11/7/2019,17:50,AN,,2,JVSTN MURJEK,MURJEK,JO,ÄLVV,VUOLLERIM,JO,0
11/7/2019,20:40,AN,L,1,SJUKHUSET,GÄLLIVARE,GÄ,PIONJÄREN,PORJUS,JO,0
11/8/2019,05:25,AN,,1,AVAUDDEN,AVAUDDEN,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/8/2019,06:16,AN,,1,SKABRAMG,JOKKMOKK,JO,SKABRAMG,JOKKMOKK,JO,0
11/8/2019,06:20,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/8/2019,08:00,AN,,1,HERMELINSG,JOKKMOKK,JO,EDEFORSTORPET,EDEFORS,BO,0
11/8/2019,10:32,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,0
11/8/2019,11:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,AVAUDDEN,AVAUDDEN,JO,0
11/8/2019,11:30,AN,L,1,HC JOKKMOKK,JOKKMOKK,JO,KAITUMGÅRDEN ÖVERGÅRD,JOKKMOKK,JO,0
11/8/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/8/2019,13:03,AN,,1,KLOCKARTORGET,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/8/2019,13:30,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
11/8/2019,14:20,AN,,1,BSTN JOKKMOKK,JOKKMOKK,JO,RINGV,VUOLLERIM,JO,0
11/8/2019,14:30,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,ULLENIUSG,JOKKMOKK,JO,0
11/8/2019,14:50,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,KLOCKARTORGET,JOKKMOKK,JO,0
11/8/2019,16:50,AN,,1,ULLENIUSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/9/2019,04:45,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/9/2019,11:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,HC JOKKMOKK,JOKKMOKK,JO,0
11/9/2019,18:00,AN,,1,EDEFORSTORPET,EDEFORS,BO,HERMELINSG,JOKKMOKK,JO,0
11/9/2019,20:30,AN,E,1,STORG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/10/2019,13:05,AN,L,2,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/10/2019,18:00,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,0
11/10/2019,18:52,AN,,1,SMEDGRÄND,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/10/2019,19:06,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,JÄGARSTIGEN,VUOLLERIM,JO,0
11/11/2019,06:12,AN,,1,VAIKIJAURV,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/11/2019,06:16,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/11/2019,07:05,AN,,1,STUGV,KVIKKJOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
11/11/2019,08:00,AN,,1,RANDIJAURV,RANDIJAUR,JO,DAGCENTER,JOKKMOKK,JO,0
11/11/2019,09:04,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,VAIKIJAURV,JOKKMOKK,JO,0
11/11/2019,09:30,AN,,1,LÄKARG,JOKKMOKK,JO,GÖRANSV,VÄNNÄS,VÄ,0
11/11/2019,09:46,AN,,2,VINTERV,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/11/2019,09:47,S1,,2,PORJUSV,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/11/2019,10:23,AN,,1,RAJDV,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
11/11/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/11/2019,12:15,S1,,2,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/11/2019,12:15,S1,,2,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/11/2019,13:00,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,VINTERV,PORJUS,JO,0
11/11/2019,13:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,STUGV,KVIKKJOKK,JO,0
11/11/2019,13:35,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
11/11/2019,13:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,SKABRAMG,JOKKMOKK,JO,0
11/11/2019,13:55,AN,L,2,SNICKARGRÄND,VUOLLERIM,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/11/2019,15:25,S1,,2,HC JOKKMOKK,JOKKMOKK,JO,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,0
11/11/2019,15:25,S1,,2,HC JOKKMOKK,JOKKMOKK,JO,BJÄRKAGÅRDEN NYA,VUOLLERIM,JO,0
11/11/2019,15:25,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,RINGV,VUOLLERIM,JO,0
11/11/2019,17:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,FÖRENINGSG,JOKKMOKK,JO,0
11/11/2019,17:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,RAJDV,JOKKMOKK,JO,0
11/11/2019,17:07,AN,L,2,HC JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/11/2019,19:50,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
11/12/2019,07:15,AN,,1,ÄLVSBORGSV,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/12/2019,08:24,AN,,2,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
11/12/2019,08:35,AN,,1,ULLENIUSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/12/2019,09:33,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/12/2019,09:36,AN,,1,KLOCKARTORGET,JOKKMOKK,JO,V TORGG,JOKKMOKK,JO,0
11/12/2019,09:48,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,ULLENIUSG,JOKKMOKK,JO,0
11/12/2019,10:12,AN,,1,TIMMERMANSG,PORJUS,JO,SJUKHUSET,SUNDERBYN,LU,0
11/12/2019,11:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ÄLVSBORGSV,JOKKMOKK,JO,0
11/12/2019,11:15,AN,F,1,HC JOKKMOKK,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
11/12/2019,11:39,AN,,2,PIONJÄREN,PORJUS,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/12/2019,12:19,AN,,1,RAJDV,JOKKMOKK,JO,FLP LULEÅ,LULEÅ,LU,0
11/12/2019,12:34,AN,,2,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/12/2019,13:30,AN,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/12/2019,14:00,AN,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,PIONJÄREN,PORJUS,JO,0
11/12/2019,15:00,AN,,1,SJUKHUSET,SUNDERBYN,LU,TIMMERMANSG,PORJUS,JO,0
11/12/2019,15:00,AN,,2,SJUKHUSET,SUNDERBYN,LU,ULLENIUSG,JOKKMOKK,JO,0
11/12/2019,16:00,AN,,1,LERUDDEN,PURKIJAUR,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/12/2019,17:31,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,HC JOKKMOKK,JOKKMOKK,JO,0
11/12/2019,17:31,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,LINGONSTIGEN,JOKKMOKK,JO,0
11/12/2019,18:10,AN,F,1,FÖRENINGSG,JOKKMOKK,JO,KONSUM,JOKKMOKK,JO,0
11/12/2019,18:40,AN,F,1,KONSUM,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
11/12/2019,21:45,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,LERUDDEN,PURKIJAUR,JO,0
11/13/2019,08:39,AN,,2,SKOLV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/13/2019,08:50,AN,,1,LERUDDEN,PURKIJAUR,JO,BSTN JOKKMOKK,JOKKMOKK,JO,0
11/13/2019,09:08,AN,,1,BSTN JOKKMOKK,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/13/2019,09:17,AN,,1,TALVATISG,JOKKMOKK,JO,BSTN PITEÅ,PITEÅ,PI,0
11/13/2019,09:20,AN,,1,VAIKIJAUR,VAIKIJAUR,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/13/2019,10:48,S1,,2,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,TV FTV JOKKMOKK,JOKKMOKK,JO,0
11/13/2019,11:50,S1,,2,TV FTV JOKKMOKK,JOKKMOKK,JO,KAITUMGÅRDEN SVALAN,JOKKMOKK,JO,0
11/13/2019,12:02,AN,,1,POSTG,PORJUS,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/13/2019,12:29,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,SPF FJÄLLVINDEN,JOKKMOKK,JO,0
11/13/2019,12:31,AN,,1,SKABRAMG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/13/2019,12:31,AN,,1,ULLENIUSG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/13/2019,13:06,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,VAIKIJAUR,VAIKIJAUR,JO,0
11/13/2019,14:00,AN,,1,KITTELUDDEN,KITTELUDDEN,JO,APOTEKET JOKKMOKK,JOKKMOKK,JO,0
11/13/2019,14:29,AN,,1,ULLENIUSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/13/2019,14:34,AN,,1,STENTORPSG,JOKKMOKK,JO,HC JOKKMOKK,JOKKMOKK,JO,0
11/13/2019,15:00,AN,,1,ICA RAIDEN,JOKKMOKK,JO,KITTELUDDEN,KITTELUDDEN,JO,0
11/13/2019,15:15,AN,,1,SPF FJÄLLVINDEN,JOKKMOKK,JO,MATTISUDDEN,MATTISUDDEN,JO,0
11/13/2019,16:00,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,STENTORPSG,JOKKMOKK,JO,0
11/13/2019,16:00,AN,,1,HC JOKKMOKK,JOKKMOKK,JO,ULLENIUSG,JOKKMOKK,JO,0
11/13/2019,17:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,LERUDDEN,PURKIJAUR,JO,0
11/13/2019,19:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,SKABRAMG,JOKKMOKK,JO,0
11/13/2019,19:00,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,SKOLV,VUOLLERIM,JO,0
11/13/2019,19:50,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,POSTG,PORJUS,JO,0
11/13/2019,19:50,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,ULLENIUSG,JOKKMOKK,JO,0
11/14/2019,09:54,AN,,1,MATTISUDDEN,MATTISUDDEN,JO,KAITUMGÅRDEN AKKATSGÅRD,JOKKMOKK,JO,0
11/14/2019,10:35,AN,,1,FÖRENINGSG,JOKKMOKK,JO,ICA RAIDEN,JOKKMOKK,JO,0
11/14/2019,10:41,AN,,2,SKOLV,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/14/2019,10:45,AN,,1,RÖNNSTIGEN,VUOLLERIM,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
11/14/2019,11:05,AN,,1,ICA RAIDEN,JOKKMOKK,JO,FÖRENINGSG,JOKKMOKK,JO,0
11/14/2019,12:30,S1,,1,TÅRRAJAUR,TÅRRAJAUR,JO,ICA RAIDEN,JOKKMOKK,JO,0
11/14/2019,14:00,S1,,1,ICA RAIDEN,JOKKMOKK,JO,TÅRRAJAUR,TÅRRAJAUR,JO,0
11/14/2019,15:00,AN,,1,AJTTE MUSEUM,JOKKMOKK,JO,MATTISUDDEN,MATTISUDDEN,JO,0
11/14/2019,15:00,AN,,1,SJUKHUSET,GÄLLIVARE,GÄ,RÖNNSTIGEN,VUOLLERIM,JO,0
11/14/2019,16:30,AN,,1,BSTN PITEÅ,PITEÅ,PI,TALVATISG,JOKKMOKK,JO,0
11/14/2019,16:39,AN,,1,WOLFSG,JOKKMOKK,JO,SJUKHUSET,SUNDERBYN,LU,0
11/14/2019,18:00,AN,,2,SJUKHUSET,GÄLLIVARE,GÄ,SKOLV,VUOLLERIM,JO,0
11/15/2019,06:16,AN,,1,SKABRAMG,JOKKMOKK,JO,SJUKHUSET,GÄLLIVARE,GÄ,0
